sand, silt, clay, bd, theta_r, theta_s, log10(alfa), log10(n), log10(ks)
0,0,100,1.45,0.17971763247724,0.51559570363668,-1.84742536259923,0.07430711605638,0.94740803316550
0,1,99,1.45,0.17839328826799,0.51476650796556,-1.85189747815004,0.07466416860705,0.94384338594278
0,2,98,1.45,0.17710487971317,0.51393029349183,-1.85647709023960,0.07504421140423,0.94016192276796
0,3,97,1.45,0.17585025824552,0.51308644719189,-1.86116224830806,0.07544577238407,0.93634581476908
0,4,96,1.45,0.17462723938522,0.51223464488990,-1.86595066998513,0.07586746124243,0.93237861547603
0,5,95,1.45,0.17343372367267,0.51137488278301,-1.87083995361680,0.07630801338267,0.92824754354786
0,6,94,1.45,0.17226778384249,0.51050732842619,-1.87582770923682,0.07676631558257,0.92394509874650
0,7,93,1.45,0.17112771629714,0.50963201625952,-1.88091162394859,0.07724141528665,0.91946953741320
0,8,92,1.45,0.17001206336226,0.50874851202687,-1.88608948588730,0.07773251786000,0.91482431686588
0,9,91,1.45,0.16891961731231,0.50785572266770,-1.89135919191542,0.07823897719447,0.91001700383763
0,10,90,1.45,0.16784941712520,0.50695197103238,-1.89671876037360,0.07876028463660,0.90505813776926
0,11,89,1.45,0.16680074459757,0.50603530965590,-1.90216636446210,0.07929605979698,0.89996031921038
0,12,88,1.45,0.16577311826297,0.50510392182225,-1.90770039641964,0.07984604505255,0.89473758057921
0,13,87,1.45,0.16476627309010,0.50415644020110,-1.91331956856290,0.08041010396463,0.88940498055182
0,14,86,1.45,0.16378010608119,0.50319209095491,-1.91902305388143,0.08098822265598,0.88397832678459
0,15,85,1.45,0.16281457081877,0.50221066596356,-1.92481066431885,0.08158051247388,0.87847393240611
0,16,84,1.45,0.16186952320924,0.50121237973474,-1.93068305645192,0.08218721193857,0.87290832572750
0,17,83,1.45,0.16094454956267,0.50019767599655,-1.93664193966559,0.08280868589803,0.86729785631007
0,18,82,1.45,0.16003882725576,0.49916703534043,-1.94269024039032,0.08344541982601,0.86165817787556
0,19,81,1.45,0.15915106098396,0.49812081945556,-1.94883215005381,0.08409800719636,0.85600363776419
0,20,80,1.45,0.15827950885444,0.49705917456238,-1.95507296295470,0.08476712785467,0.85034664935428
0,21,79,1.45,0.15742208468524,0.49598200258656,-1.96141861476489,0.08545351565685,0.84469714994553
0,22,78,1.45,0.15657651103620,0.49488899188423,-1.96787490293764,0.08615791553904,0.83906225820333
0,23,77,1.45,0.15574049618587,0.49377968769157,-1.97444654686911,0.08688103578434,0.83344628713505
0,24,76,1.45,0.15491190568779,0.49265358494427,-1.98113648511787,0.08762351146337,0.82785135522298
0,25,75,1.45,0.15408889620507,0.49151023562413,-1.98794588885169,0.08838590364674,0.82227882262439
0,26,74,1.45,0.15326998636827,0.49034935864198,-1.99487503905198,0.08916875113511,0.81673142509727
0,27,73,1.45,0.15245405843973,0.48917092124248,-2.00192461677022,0.08997266060405,0.81121539162593
0,28,72,1.45,0.15164030449135,0.48797515676186,-2.00909668967154,0.09079839043170,0.80574160489202
0,29,71,1.45,0.15082814085638,0.48676251078578,-2.01639503160846,0.09164688676213,0.80032534515983
0,30,70,1.45,0.15001711449688,0.48553354218669,-2.02382493447829,0.09251926609557,0.79498490444357
0,31,69,1.45,0.14920681995461,0.48428881917954,-2.03139285218964,0.09341677189397,0.78973974821864
0,32,68,1.45,0.14839683912642,0.48302884302222,-2.03910607374494,0.09434073853773,0.78460882924605
0,33,67,1.45,0.14758670931699,0.48175401674953,-2.04697244206048,0.09529257880559,0.77960937516586
0,34,66,1.45,0.14677591923203,0.48046466245927,-2.05500006550838,0.09627378954229,0.77475620932571
0,35,65,1.45,0.14596392980970,0.47916108183509,-2.06319698295560,0.09728595888037,0.77006153756249
0,36,64,1.45,0.14515021822128,0.47784365092672,-2.07157077368524,0.09833076014251,0.76553517598764
0,37,63,1.45,0.14433434780842,0.47651293537248,-2.08012813132935,0.09940992648407,0.76118536249182
0,38,62,1.45,0.14351606825086,0.47516978817399,-2.08887449257624,0.10052520933459,0.75702040139035
0,39,61,1.45,0.14269542883944,0.47381531769419,-2.09781402957820,0.10167833160888,0.75305088171027
0,40,60,1.45,0.14187278227291,0.47245048941702,-2.10695069088346,0.10287097256068,0.74929008550426
0,41,59,1.45,0.14104827918978,0.47107518145636,-2.11629081455666,0.10410495934210,0.74574750684196
0,42,58,1.45,0.14022036673531,0.46968728233090,-2.12584551984652,0.10538324994507,0.74241642787754
0,43,57,1.45,0.13938437517915,0.46828330450063,-2.13562845174148,0.10671153424138,0.73927441869794
0,44,56,1.45,0.13853405722375,0.46686050875607,-2.14564900896661,0.10809469849351,0.73630526470344
