sand, silt, clay, bd, theta_r, theta_s, log10(alfa), log10(n), log10(ks)
0,0,100,1.35,0.18015347078485,0.54450866024481,-1.83198695585231,0.07744373922743,1.11912442838111
0,1,99,1.35,0.17881283129843,0.54368881461950,-1.83693385637064,0.07778452285689,1.11677883606578
0,2,98,1.35,0.17751060011133,0.54285843652273,-1.84199784240363,0.07815380373014,1.11435934863363
0,3,97,1.35,0.17624502228180,0.54201775946908,-1.84717692778865,0.07855025800283,1.11184801885421
0,4,96,1.35,0.17501411603102,0.54116682359611,-1.85246805130822,0.07897238205426,1.10922594189229
0,5,95,1.35,0.17381573599716,0.54030559127672,-1.85786737180771,0.07941859887216,1.10647389247003
0,6,94,1.35,0.17264766243182,0.53943410511841,-1.86337060132336,0.07988735418493,1.10357339272371
0,7,93,1.35,0.17150770527669,0.53855260815104,-1.86897333694622,0.08037719596298,1.10050866901110
0,8,92,1.35,0.17039380801194,0.53766153452393,-1.87467135550415,0.08088683378974,1.09726917282390
0,9,91,1.35,0.16930413753663,0.53676131682099,-1.88046084580355,0.08141517715919,1.09385161330771
0,10,90,1.35,0.16823715041890,0.53585205348490,-1.88633856738060,0.08196135439605,1.09026056097314
0,11,89,1.35,0.16719162803494,0.53493319442349,-1.89230193875672,0.08252471613514,1.08650751844555
0,12,88,1.35,0.16616667131908,0.53400344083206,-1.89834906949345,0.08310482841970,1.08260911665182
0,13,87,1.35,0.16516164419182,0.53306095330083,-1.90447875762642,0.08370146025105,1.07858526015824
0,14,86,1.35,0.16417606202522,0.53210378047780,-1.91069047686061,0.08431456922317,1.07445772991588
0,15,85,1.35,0.16320944242636,0.53113030413800,-1.91698437571455,0.08494428732289,1.07024933742582
0,16,84,1.35,0.16226116067461,0.53013952421903,-1.92336130222545,0.08559090752264,1.06598345690445
0,17,83,1.35,0.16133035997889,0.52913112332374,-1.92982285034163,0.08625487054585,1.06168367475168
0,18,82,1.35,0.16041594365068,0.52810535112589,-1.93637139553477,0.08693674997567,1.05737332029823
0,19,81,1.35,0.15951663422046,0.52706280681145,-1.94301005120366,0.08763723253726,1.05307471367490
0,20,80,1.35,0.15863105312458,0.52600418888701,-1.94974245530209,0.08835708923549,1.04880806811014
0,21,79,1.35,0.15775777414960,0.52493006288656,-1.95657233640227,0.08909713352495,1.04459014365779
0,22,78,1.35,0.15689533003679,0.52384068997939,-1.96350295966324,0.08985816737352,1.04043299675320
0,23,77,1.35,0.15604218507481,0.52273595881923,-1.97053676928695,0.09064092594807,1.03634342592702
0,24,76,1.35,0.15519670924144,0.52161544602976,-1.97767559502813,0.09144604079277,1.03232370529202
0,25,75,1.35,0.15435719191444,0.52047858302926,-1.98492144984627,0.09227403738858,1.02837366891842
0,26,74,1.35,0.15352191392659,0.51932485443273,-1.99227742421806,0.09312536293464,1.02449341572902
0,27,73,1.35,0.15268926465920,0.51815394504033,-1.99974806040256,0.09400042350114,1.02068557226839
0,28,72,1.35,0.15185786489051,0.51696579714778,-2.00733903125046,0.09489961590440,1.01695647944900
0,29,71,1.35,0.15102665269018,0.51576059314317,-2.01505644527040,0.09582335873388,1.01331633019925
0,30,70,1.35,0.15019490816882,0.51453870071583,-2.02290621100822,0.09677213457152,1.00977859997977
0,31,69,1.35,0.14936221826345,0.51330061052719,-2.03089369869947,0.09774654540324,1.00635906428756
0,32,68,1.35,0.14852840070267,0.51204687967917,-2.03902371393763,0.09874736813005,1.00307455915632
0,33,67,1.35,0.14769341266596,0.51077808349914,-2.04730068072641,0.09977559056914,0.99994158382513
