sand, silt, clay, bd, theta_r, theta_s, log10(alfa), log10(n), log10(ks)
0,0,100,1.50,0.18003615702888,0.50085064737353,-1.85539759485584,0.07260748727347,0.85603556039830
0,1,99,1.50,0.17871383197380,0.50001638792599,-1.85959856061620,0.07295919932768,0.85185064595096
0,2,98,1.50,0.17742461705557,0.49917662527035,-1.86390131487205,0.07333107004002,0.84754765703232
0,3,97,1.50,0.17616652119243,0.49833097507534,-1.86830565829369,0.07372182651741,0.84311310243997
0,4,96,1.50,0.17493767189989,0.49747937132542,-1.87281113202971,0.07413032827775,0.83853539215905
0,5,95,1.50,0.17373638473761,0.49662185067595,-1.87741709043167,0.07455558146163,0.83380640758487
0,6,94,1.50,0.17256119456772,0.49575822467067,-1.88212272204517,0.07499673891145,0.82892213196943
0,7,93,1.50,0.17141085882977,0.49488778254562,-1.88692704509796,0.07545309091577,0.82388250934215
0,8,92,1.50,0.17028434515830,0.49400918047719,-1.89182890111105,0.07592405172596,0.81869091380817
0,9,91,1.50,0.16918081446811,0.49312058496229,-1.89682696551278,0.07640914609058,0.81335353760483
0,10,90,1.50,0.16809960757693,0.49222000112463,-1.90191978906787,0.07690799865752,0.80787883784015
0,11,89,1.50,0.16704023909479,0.49130563186779,-1.90710587921895,0.07742032768637,0.80227705918640
0,12,88,1.50,0.16600239611451,0.49037613101089,-1.91238382592427,0.07794594334217,0.79655980250571
0,13,87,1.50,0.16498593060246,0.48943069443572,-1.91775247157472,0.07848474993869,0.79073960838766
0,14,86,1.50,0.16399082522778,0.48846900850673,-1.92321111810639,0.07903675081729,0.78482953694137
0,15,85,1.50,0.16301710926542,0.48749110947318,-1.92875975565551,0.07960205407021,0.77884273629947
0,16,84,1.50,0.16206471323068,0.48649720839106,-1.93439928611469,0.08018087709632,0.77279200407974
0,17,83,1.50,0.16113328077494,0.48548752476009,-1.94013170349166,0.08077354810589,0.76668936481063
0,18,82,1.50,0.16022199136050,0.48446216151246,-1.94596018416673,0.08138050322575,0.76054570999097
0,19,81,1.50,0.15932946290934,0.48342104400687,-1.95188903650175,0.08200227870777,0.75437056049087
0,20,80,1.50,0.15845378336250,0.48236393007987,-1.95792346072094,0.08263949856394,0.74817199355323
0,21,79,1.50,0.15759267181477,0.48129047559196,-1.96406907763476,0.08329285819572,0.74195672621200
0,22,78,1.50,0.15674372061742,0.48020031994329,-1.97033121471000,0.08396310406095,0.73573029730082
0,23,77,1.50,0.15590464452816,0.47909315412012,-1.97671403221048,0.08465100934414,0.72949730527171
