sand, silt, clay, bd, theta_r, theta_s, log10(alfa), log10(n), log10(ks)
0,0,100,1.95,0.19852337773118,0.37298822642032,-1.93199354254857,0.05497854197194,-0.02356460375523
0,1,99,1.95,0.19719160650043,0.37193090243360,-1.93448848809155,0.05507634044022,-0.03318271453497
0,2,98,1.95,0.19587929972382,0.37087493954592,-1.93706583589746,0.05518138145249,-0.04282281659860
0,3,97,1.95,0.19458703262038,0.36981902367629,-1.93973709260622,0.05529363377815,-0.05248047723599
0,4,96,1.95,0.19331503963547,0.36876194346956,-1.94251259663517,0.05541319378806,-0.06215130682737
0,5,95,1.95,0.19206318873976,0.36770255835035,-1.94540132802821,0.05554028824123,-0.07183098615693
0,6,94,1.95,0.19083097208691,0.36663977554229,-1.94841078285241,0.05567527893379,-0.08151512755450
0,7,93,1.95,0.18961752916216,0.36557255443836,-1.95154686763778,0.05581866133330,-0.09119896588662
0,8,92,1.95,0.18842171669779,0.36449994454808,-1.95481380606243,0.05597104841927,-0.10087699755994
0,9,91,1.95,0.18724222594633,0.36342114553828,-1.95821409057273,0.05613313595200,-0.11054274603569
0,10,90,1.95,0.18607772719456,0.36233556520575,-1.96174852840282,0.05630565480014,-0.12018877190204
0,11,89,1.95,0.18492700624856,0.36124285219425,-1.96541641792663,0.05648932316866,-0.12980690756975
0,12,88,1.95,0.18378905862449,0.36014289302358,-1.96921586319457,0.05668481035370,-0.13938859820470
0,13,87,1.95,0.18266312372426,0.35903577751102,-1.97314420832145,0.05689271502273,-0.14892524385846
0,14,86,1.95,0.18154866314158,0.35792174502896,-1.97719854726434,0.05711355243011,-0.15840851930944
0,15,85,1.95,0.18044530381650,0.35680112576538,-1.98137622896415,0.05734774295128,-0.16783070089835
0,16,84,1.95,0.17935277290382,0.35567428939578,-1.98567524498852,0.05759559965965,-0.17718501418864
0,17,83,1.95,0.17827084652603,0.35454161013107,-1.99009439588849,0.05785732122530,-0.18646597858497
0,18,82,1.95,0.17719932108684,0.35340345213746,-1.99463320933167,0.05813300154190,-0.19566972383443
0,19,81,1.95,0.17613799830649,0.35226017371031,-1.99929169398375,0.05842266350016,-0.20479427825127
0,20,80,1.95,0.17508666208763,0.35111214445859,-2.00407007975789,0.05872631202462,-0.21383980772773
0,21,79,1.95,0.17404502639370,0.34995976868216,-2.00896866984462,0.05904399019733,-0.22280868664305
0,22,78,1.95,0.17301265222612,0.34880350963385,-2.01398784227209,0.05937582178896,-0.23170519070560
0,23,77,1.95,0.17198885934833,0.34764391158166,-2.01912815578099,0.05972203344296,-0.24053464965010
0,24,76,1.95,0.17097267475316,0.34648161787693,-2.02439047397780,0.06008296055356,-0.24930211422087
0,25,75,1.95,0.16996284951804,0.34531738305090,-2.02977601348463,0.06045904431136,-0.25801085028297
0,26,74,1.95,0.16895794347737,0.34415207590372,-2.03528622328142,0.06085082294209,-0.26666109981802
0,27,73,1.95,0.16795644582080,0.34298667040934,-2.04092241731836,0.06125891313259,-0.27524946754413
0,28,72,1.95,0.16695688918980,0.34182222513628,-2.04668515475903,0.06168397531444,-0.28376904645854
0,29,71,1.95,0.16595792615117,0.34065986227567,-2.05257353669798,0.06212666545055,-0.29221007250580
0,30,70,1.95,0.16495835707697,0.33950077009756,-2.05858479883486,0.06258759610574,-0.30056061131040
0,31,69,1.95,0.16395711546729,0.33834625230217,-2.06471457739549,0.06306734423096,-0.30880673247793
0,32,68,1.95,0.16295322631663,0.33719782029361,-2.07095781510197,0.06356652502797,-0.31693198247192
0,33,67,1.95,0.16194575414180,0.33605728268399,-2.07730974878467,0.06408590072919,-0.32491645235446
0,34,66,1.95,0.16093374856670,0.33492676340538,-2.08376639322214,0.06462645848626,-0.33273571232556
0,35,65,1.95,0.15991618024664,0.33380858758113,-2.09032448490210,0.06518941186551,-0.34035928617841
0,36,64,1.95,0.15889185207272,0.33270501054564,-2.09698131453234,0.06577612999675,-0.34774825258148
0,37,63,1.95,0.15785929306506,0.33161786778539,-2.10373466452997,0.06638803249555,-0.35485315727466
0,38,62,1.95,0.15681670145793,0.33054840003711,-2.11058236430060,0.06702649847923,-0.36161542883022
0,39,61,1.95,0.15576203236737,0.32949753491578,-2.11752081950467,0.06769282436646,-0.36797368420466
0,40,60,1.95,0.15469322793676,0.32846652956361,-2.12454294570235,0.06838822097118,-0.37387069871698
0,41,59,1.95,0.15360845009032,0.32745747287054,-2.13163691656516,0.06911380492163,-0.37925562891155
0,42,58,1.95,0.15250620401174,0.32647330794704,-2.13878651041569,0.06987056527332,-0.38408176023399
0,43,57,1.95,0.15138535428087,0.32551743567566,-2.14597279030277,0.07065934531528,-0.38830471273444
0,44,56,1.95,0.15024493298779,0.32459299650232,-2.15317682376795,0.07148095115345,-0.39188616132595
0,45,55,1.95,0.14908334251434,0.32370197404207,-2.16038261581451,0.07233673613670,-0.39480284279663
0,46,54,1.95,0.14789709951485,0.32284490411077,-2.16757701028425,0.07323015686363,-0.39704603405079
0,47,53,1.95,0.14668118370709,0.32202189860834,-2.17474478401123,0.07416648244226,-0.39859780721887
0,48,52,1.95,0.14543159491437,0.32123390487634,-2.18186493584457,0.07514521781993,-0.39941397860011
0,49,51,1.95,0.14414652894701,0.32048286345410,-2.18891275216835,0.07615745841083,-0.39944047383214
0,50,50,1.95,0.14282532405176,0.31977111737156,-2.19586300597186,0.07719588235175,-0.39863148663574
0,51,49,1.95,0.14146748000406,0.31910089389644,-2.20269072121859,0.07825928163300,-0.39694981217957
0,52,48,1.95,0.14007240905062,0.31847410130826,-2.20937079928875,0.07934944593106,-0.39436171682766
0,53,47,1.95,0.13863947691607,0.31789231279105,-2.21587780243939,0.08046838223363,-0.39083428643104
0,54,46,1.95,0.13716806411432,0.31735679972234,-2.22218596900977,0.08161752056206,-0.38633482512003
0,55,45,1.95,0.13565758454226,0.31686856216416,-2.22826923841548,0.08279779430854,-0.38083088699664
0,56,44,1.95,0.13410746224565,0.31642835094428,-2.23410115473869,0.08400987628601,-0.37429032077119
0,57,43,1.95,0.13251708278562,0.31603668527647,-2.23965462623436,0.08525436025163,-0.36668112587828
0,58,42,1.95,0.13088573724746,0.31569386640750,-2.24490158937692,0.08653187280103,-0.35797101083716
0,59,41,1.95,0.12921255478894,0.31539998318378,-2.24981264610840,0.08784315988940,-0.34812641323485
0,60,40,1.95,0.12749633227939,0.31515490183541,-2.25435669947521,0.08918924934052,-0.33711005256946
0,61,39,1.95,0.12573501493699,0.31495822718124,-2.25850059962961,0.09057192396702,-0.32487436413589
0,62,38,1.95,0.12392588392303,0.31480927980232,-2.26221118237983,0.09199436841797,-0.31135556109281
0,63,37,1.95,0.12207403942974,0.31470750872030,-2.26547553484410,0.09345793349500,-0.29653699242815
0,64,36,1.95,0.12019603403393,0.31465291060956,-2.26831760358604,0.09495681311263,-0.28053283461821
0,65,35,1.95,0.11829965315345,0.31464481007635,-2.27074715439790,0.09648900891559,-0.26339145561687
0,66,34,1.95,0.11638833568232,0.31468177321440,-2.27276147133235,0.09805807164868,-0.24507769778428
0,67,33,1.95,0.11446728234671,0.31476234757029,-2.27436416331633,0.09966675730973,-0.22557204785940
0,68,32,1.95,0.11254183045804,0.31488527523111,-2.27555766555858,0.10131654507471,-0.20486652462532
0,69,31,1.95,0.11061709456520,0.31504937961514,-2.27634272446277,0.10300832506339,-0.18295725539336
0,70,30,1.95,0.10869796163077,0.31525335369954,-2.27672237027311,0.10474271100666,-0.15984704088934
0,71,29,1.95,0.10678883058180,0.31549558864896,-2.27670342759971,0.10652015795319,-0.13554597035174
0,72,28,1.95,0.10489347665380,0.31577411282492,-2.27629527547812,0.10834105577044,-0.11006899407240
0,73,27,1.95,0.10301529389017,0.31608666842969,-2.27550733457172,0.11020582009778,-0.08343363128942
0,74,26,1.95,0.10115778552466,0.31643090291387,-2.27434634886617,0.11211496176362,-0.05566029518544
0,75,25,1.95,0.09932489473368,0.31680458260138,-2.27281435620846,0.11406913982699,-0.02677470797626
0,76,24,1.95,0.09752079748372,0.31720567403137,-2.27090895301332,0.11606922474374,0.00319097057910
0,77,23,1.95,0.09574926776571,0.31763221101645,-2.26862669778320,0.11811638403115,0.03420119403932
0,78,22,1.95,0.09401321175297,0.31808208063124,-2.26596747250333,0.12021215339499,0.06622241391898
0,79,21,1.95,0.09231473554598,0.31855294778138,-2.26293649558224,0.12235844200790,0.09922597836395
0,80,20,1.95,0.09065553416651,0.31904237616701,-2.25954341397051,0.12455748330827,0.13318706593190
0,81,19,1.95,0.08903724867950,0.31954804282362,-2.25580036793261,0.12681180068091,0.16808233674681
0,82,18,1.95,0.08746165697272,0.32006793414445,-2.25172066207083,0.12912425140770,0.20388895614418
0,83,17,1.95,0.08593073327751,0.32060046010945,-2.24731844737504,0.13149819467974,0.24058582307560
0,84,16,1.95,0.08444663497487,0.32114446067411,-2.24260909748342,0.13393788602885,0.27815764545161
0,85,15,1.95,0.08301164365002,0.32169911323630,-2.23760970671870,0.13644944542800,0.31660446442874
0,86,14,1.95,0.08162807489808,0.32226377799058,-2.23233918847887,0.13904346408713,0.35596091898766
0,87,13,1.95,0.08029818585489,0.32283782331622,-2.22681782757042,0.14174215250491,0.39631809162542
0,88,12,1.95,0.07902410718939,0.32342046749414,-2.22106660220275,0.14459578088613,0.43776139858904
0,89,11,1.95,0.07780776107266,0.32401066546173,-2.21510681332975,0.14768553552584,0.48000773822159
0,90,10,1.95,0.07665061098061,0.32460705235658,-2.20896042720414,0.15096030476630,0.52223137194561
0,91,9,1.95,0.07555305703337,0.32520794119654,-2.20265097088325,0.15413710689541,0.56409715582552
0,92,8,1.95,0.07451362192693,0.32581138318372,-2.19620392496506,0.15719762094053,0.60590784985480
0,93,7,1.95,0.07352875694635,0.32641530805071,-2.18964540298045,0.16027270131350,0.64783573878806
0,94,6,1.95,0.07259403325295,0.32701771487424,-2.18299955111560,0.16341212726653,0.68985977214837
0,95,5,1.95,0.07170595856542,0.32761682817888,-2.17628677315491,0.16662608841426,0.73189564437522
0,96,4,1.95,0.07086283822226,0.32821116801332,-2.16952399876735,0.16991630617465,0.77384087785253
0,97,3,1.95,0.07006437497760,0.32879956122371,-2.16272619140008,0.17328267945701,0.81558287724141
0,98,2,1.95,0.06931085841402,0.32938113998680,-2.15590779084958,0.17672438149280,0.85700118100648
0,99,1,1.95,0.06860258978052,0.32995534059953,-2.14908351049248,0.18024001933985,0.89797302358090
0,100,0,1.95,0.06793963057334,0.33052188920015,-2.14226851474822,0.18382763098126,0.93838407620802
1,0,99,1.95,0.19685993865977,0.37176758674084,-1.93374875057666,0.05490097101156,-0.02274069292989
1,1,98,1.95,0.19553336253837,0.37069897601137,-1.93627681926167,0.05500370358539,-0.03235117589550
1,2,97,1.95,0.19422646501664,0.36963123211881,-1.93888860081930,0.05511348757522,-0.04197872753584
1,3,96,1.95,0.19293963342701,0.36856316258020,-1.94159586849295,0.05523031782160,-0.05162002183535
1,4,95,1.95,0.19167291104774,0.36749361241101,-1.94440920367593,0.05535432534316,-0.06127180798931
